Date,MEI
2010-10-01T00:00:00Z,-1.899
2010-11-01T00:00:00Z,-1.49
2010-12-01T00:00:00Z,-1.577
2011-01-01T00:00:00Z,-1.739
2011-02-01T00:00:00Z,-1.53
2011-03-01T00:00:00Z,-1.511
2011-04-01T00:00:00Z,-1.392
2011-05-01T00:00:00Z,-0.288
2011-06-01T00:00:00Z,-0.075
2011-07-01T00:00:00Z,-0.228
2011-08-01T00:00:00Z,-0.519
2011-09-01T00:00:00Z,-0.769
2011-10-01T00:00:00Z,-0.933
2011-11-01T00:00:00Z,-0.949
2011-12-01T00:00:00Z,-0.957
2012-01-01T00:00:00Z,-0.993
2012-02-01T00:00:00Z,-0.665
2012-03-01T00:00:00Z,-0.377
2012-04-01T00:00:00Z,0.127
2012-05-01T00:00:00Z,0.747
2012-06-01T00:00:00Z,0.835
2012-07-01T00:00:00Z,1.098
2012-08-01T00:00:00Z,0.619
2012-09-01T00:00:00Z,0.339
2012-10-01T00:00:00Z,0.081
2012-11-01T00:00:00Z,0.125
2012-12-01T00:00:00Z,0.094
2013-01-01T00:00:00Z,0.096
2013-02-01T00:00:00Z,-0.119
2013-03-01T00:00:00Z,-0.128
2013-04-01T00:00:00Z,0.069
2013-05-01T00:00:00Z,0.146
2013-06-01T00:00:00Z,-0.168
2013-07-01T00:00:00Z,-0.355
2013-08-01T00:00:00Z,-0.48
2013-09-01T00:00:00Z,-0.133
2013-10-01T00:00:00Z,0.13
2013-11-01T00:00:00Z,-0.053
2013-12-01T00:00:00Z,-0.248
2014-01-01T00:00:00Z,-0.275
2014-02-01T00:00:00Z,-0.241
2014-03-01T00:00:00Z,0.032
2014-04-01T00:00:00Z,0.248
2014-05-01T00:00:00Z,0.976
2014-06-01T00:00:00Z,0.98
2014-07-01T00:00:00Z,0.882
2014-08-01T00:00:00Z,0.954
2014-09-01T00:00:00Z,0.585
2014-10-01T00:00:00Z,0.438
2014-11-01T00:00:00Z,0.763
2014-12-01T00:00:00Z,0.558
2015-01-01T00:00:00Z,0.42
2015-02-01T00:00:00Z,0.468
2015-03-01T00:00:00Z,0.67
2015-04-01T00:00:00Z,0.97
2015-05-01T00:00:00Z,1.584
2015-06-01T00:00:00Z,2.045
2015-07-01T00:00:00Z,1.948
2015-08-01T00:00:00Z,2.366
2015-09-01T00:00:00Z,2.53
2015-10-01T00:00:00Z,2.241
2015-11-01T00:00:00Z,2.297
2015-12-01T00:00:00Z,2.112
2016-01-01T00:00:00Z,2.227
2016-02-01T00:00:00Z,2.121
2016-03-01T00:00:00Z,1.96
2016-04-01T00:00:00Z,2.07
2016-05-01T00:00:00Z,1.699
2016-06-01T00:00:00Z,1.001
2016-07-01T00:00:00Z,0.312
2016-08-01T00:00:00Z,0.175
2016-09-01T00:00:00Z,-0.101
2016-10-01T00:00:00Z,-0.379
2016-11-01T00:00:00Z,-0.212
2016-12-01T00:00:00Z,-0.121
2017-01-01T00:00:00Z,-0.055
